device_student_count_24h,page_dwell_time_seconds,is_high_risk_asn,failed_attempts_1h,session_hardware_mismatch,is_off_peak_hour,target_label
1,71.3,0,0,0,0,0
57,20.4,0,1,0,0,0
71,43.3,0,3,0,0,0
1,50.8,0,2,0,0,0
76,26.4,1,2,0,1,1
51,16.8,0,0,0,0,0
1,64.8,0,2,0,0,0
61,17.2,1,1,0,0,1
4,62.6,0,1,0,0,0
62,29.9,0,0,0,0,0
3,92.3,0,0,0,0,0
1,46.9,0,0,0,1,0
21,26.0,1,4,1,0,1
55,30.9,0,4,1,1,1
1,53.0,0,0,0,0,0
1,93.8,0,2,0,0,0
89,18.6,1,5,1,0,1
1,58.6,0,0,0,0,0
1,54.1,0,1,0,0,0
2,71.7,0,0,0,0,0
109,8.4,1,2,1,0,1
1,52.2,0,0,0,0,0
1,57.7,0,0,0,0,0
60,32.2,0,5,1,0,1
1,58.1,0,0,0,1,0
1,53.4,0,1,0,0,0
48,19.0,0,5,1,1,1
1,50.0,1,0,0,0,0
53,12.1,1,5,0,1,1
30,34.0,1,3,0,1,1
68,3.2,1,3,1,1,1
1,34.5,0,0,0,0,0
1,74.7,0,1,0,0,0
110,48.5,0,0,0,0,0
1,35.2,0,0,0,0,0
1,35.8,0,0,0,0,0
4,44.8,0,2,0,0,0
12,30.0,1,5,0,1,1
1,73.8,0,1,0,0,0
2,75.2,0,0,0,0,0
40,5.5,1,0,1,0,1
61,28.2,1,2,1,1,1
10,2.7,1,3,0,1,1
102,12.1,0,1,1,0,1
2,41.7,0,1,0,0,0
1,54.4,0,0,0,0,0
41,2.7,1,1,1,1,1
2,41.0,0,0,0,0,0
3,96.3,0,0,0,0,0
4,17.7,0,0,0,0,0
3,17.6,1,3,0,1,1
86,30.6,0,0,0,1,1
33,13.5,0,0,1,1,1
56,35.0,0,2,0,1,1
111,24.3,1,3,1,0,1
1,86.0,0,3,0,0,0
4,25.1,1,3,1,1,1
1,31.7,0,0,0,0,0
2,101.7,1,0,0,0,0
76,4.2,1,4,1,1,1
1,61.1,0,0,0,0,0
1,64.4,0,1,0,0,0
1,31.7,0,0,0,0,0
2,34.3,0,0,0,0,0
1,63.1,0,0,0,0,0
2,70.3,0,0,0,0,0
115,43.8,0,0,1,0,0
1,59.6,0,0,0,0,0
2,48.7,0,0,0,0,0
3,70.0,0,0,0,0,0
3,77.6,0,0,0,0,0
1,39.8,0,0,0,1,0
3,8.0,0,0,0,0,0
1,16.3,0,2,0,0,0
114,46.6,0,0,0,0,0
17,9.2,0,3,0,0,1
1,41.6,0,1,0,0,0
1,63.7,0,0,0,0,0
1,64.4,0,0,0,0,0
1,37.1,0,0,0,0,0
3,65.5,1,0,0,0,0
2,4.6,1,5,1,1,1
1,113.9,0,0,0,0,0
1,94.1,0,0,0,0,0
66,21.4,1,4,1,0,1
47,18.8,0,3,0,0,0
1,11.3,0,1,0,1,0
1,10.0,0,0,0,0,0
3,29.1,1,4,1,1,1
93,24.7,1,5,1,0,1
64,24.2,1,3,0,0,1
1,25.9,0,0,0,0,0
1,57.2,0,0,0,0,0
1,37.0,0,0,0,0,0
1,42.1,0,1,0,0,0
1,80.2,0,0,0,0,0
90,16.1,1,3,1,1,1
2,62.1,0,0,0,0,0
3,89.5,0,0,0,0,0
51,17.7,1,4,0,0,1
106,24.6,0,7,1,1,1
1,74.3,0,1,0,0,0
1,104.5,0,0,0,0,0
1,25.0,0,0,0,1,0
1,89.7,0,2,0,0,0
1,69.6,1,0,0,0,0
94,4.2,0,4,0,0,1
1,39.4,0,0,0,0,0
1,96.2,1,0,0,0,0
93,19.7,0,1,1,0,1
1,32.6,0,2,0,0,0
1,93.3,0,0,0,1,0
3,51.2,0,2,0,0,0
1,60.6,0,0,0,0,0
1,82.6,0,0,0,1,0
1,93.1,0,0,0,0,0
1,61.9,1,0,0,0,0
1,74.1,0,0,0,0,0
1,8.0,0,0,0,0,0
1,11.6,0,0,0,0,0
19,11.4,1,0,1,1,1
1,52.9,0,0,0,0,0
118,33.2,1,0,1,1,1
94,5.3,1,7,0,1,1
1,78.6,1,1,0,0,0
1,29.3,0,0,0,0,0
21,44.3,0,1,0,0,0
1,65.7,0,0,0,0,0
64,33.0,1,1,0,1,1
59,22.5,0,0,0,0,0
1,91.3,0,0,0,0,0
1,83.6,0,0,0,0,0
49,8.1,1,0,1,1,1
87,32.1,0,5,1,1,1
52,43.0,0,0,0,0,0
3,59.8,0,0,0,0,0
1,58.8,0,0,0,0,0
95,37.1,0,0,0,0,0
1,79.1,0,1,0,0,0
57,32.2,0,4,1,1,1
116,33.3,0,6,1,1,1
1,34.8,0,0,0,0,0
1,72.5,1,1,0,0,0
33,21.1,1,2,1,1,1
1,95.7,0,1,0,0,0
1,81.9,0,2,0,0,0
1,80.3,0,0,0,0,0
2,74.3,0,1,0,0,0
3,42.3,0,0,0,0,0
1,45.2,1,0,0,0,0
70,12.4,0,0,0,1,1
3,71.1,0,0,0,0,0
3,11.0,1,5,0,1,1
50,4.6,1,2,1,1,1
4,81.1,0,0,0,0,0
1,54.6,0,0,0,1,0
2,45.3,0,0,0,0,0
2,44.7,0,0,0,0,0
53,19.5,1,2,0,1,1
59,9.4,1,1,0,0,1
2,65.2,0,0,0,0,0
2,119.1,0,0,0,0,0
96,40.9,0,1,0,1,0
1,94.0,0,0,0,0,0
110,6.4,1,4,1,0,1
1,54.0,1,1,0,0,0
1,67.6,0,0,0,0,0
1,43.6,0,0,0,0,0
1,92.1,0,1,0,0,0
59,21.3,0,0,1,0,1
1,91.2,0,2,0,0,0
1,87.0,0,0,0,0,0
52,31.0,1,6,1,0,1
48,5.9,0,5,1,1,1
36,40.5,0,0,0,0,0
2,14.2,0,0,0,0,0
1,84.3,0,1,0,0,0
3,73.0,1,1,0,0,0
73,19.9,1,0,0,1,1
1,48.3,0,2,0,0,0
37,26.0,1,4,1,0,1
1,49.7,0,1,0,0,0
2,51.5,0,0,0,1,0
95,16.4,0,0,0,1,0
1,93.9,0,0,0,0,0
2,52.0,0,1,0,0,0
35,17.0,0,5,1,1,1
3,55.4,0,0,0,0,0
50,23.1,1,1,1,0,1
1,59.7,0,0,0,0,0
78,2.1,0,1,1,1,1
93,8.4,1,1,1,1,1
2,55.1,0,1,0,0,0
1,44.0,0,0,0,0,0
91,29.1,0,5,1,0,1
32,26.5,0,2,0,1,0
77,2.5,1,3,1,0,1
3,8.0,0,0,0,0,0
89,44.8,0,0,0,0,0
3,34.8,0,0,0,0,0
50,47.1,0,0,0,0,0
1,35.4,0,0,0,0,0
6,21.2,1,2,1,1,1
1,89.3,0,3,0,0,0
41,37.8,0,0,0,0,0
68,37.0,0,0,0,0,0
1,56.3,0,2,0,0,0
1,92.4,0,2,0,0,0
1,62.0,0,1,0,0,0
106,20.9,0,7,1,1,1
74,34.3,0,3,1,1,1
42,34.4,1,3,1,1,1
1,56.9,1,1,0,0,0
1,67.2,0,0,1,0,0
10,34.5,0,2,0,0,0
1,75.6,1,0,0,0,0
1,30.4,1,0,0,0,0
105,30.4,0,3,1,0,1
1,65.7,0,0,0,0,0
111,33.4,0,0,0,1,1
107,17.0,1,6,1,0,1
2,54.9,1,0,0,1,0
40,29.7,0,0,0,0,0
1,50.8,0,0,0,0,0
4,8.0,0,0,0,0,0
1,79.1,0,0,0,0,0
1,64.5,0,0,0,0,0
2,67.8,0,1,1,0,0
3,47.3,0,3,0,0,0
1,54.8,0,1,0,0,0
62,29.9,0,0,1,0,0
6,25.5,1,1,1,1,1
14,33.9,1,1,0,1,1
84,29.5,0,4,1,0,1
19,13.1,0,5,1,1,1
1,53.7,0,1,0,0,0
38,30.7,1,2,1,1,1
2,32.7,0,0,0,0,0
54,25.5,0,6,1,1,1
28,16.1,1,5,1,1,1
1,74.3,0,0,0,0,0
1,46.2,0,2,0,0,0
114,16.2,1,3,1,0,1
59,38.4,0,1,0,0,0
69,27.6,1,3,0,0,1
1,120.7,0,2,0,0,0
1,43.2,0,1,0,0,0
77,33.2,0,0,0,1,0
36,33.8,0,2,0,0,1
51,26.7,0,2,0,0,0
1,41.1,0,0,0,0,0
23,33.6,0,3,1,0,1
1,44.3,0,0,0,0,0
1,90.5,0,1,0,0,0
2,133.4,0,0,0,0,0
72,10.5,0,0,0,0,0
1,83.9,0,0,0,0,0
1,62.0,0,0,0,0,0
1,50.4,0,0,0,0,0
4,30.2,1,4,1,1,1
1,52.4,0,1,0,0,0
1,70.5,0,1,0,0,0
2,95.1,1,0,0,0,0
46,15.5,0,2,1,1,1
1,89.6,0,0,0,0,0
12,33.3,0,5,1,1,1
59,11.3,0,1,0,0,0
1,71.1,1,2,0,0,0
1,92.2,0,3,0,0,0
1,52.5,0,0,1,0,0
41,28.3,0,3,1,0,1
1,65.2,0,0,0,0,0
1,58.4,1,0,1,0,0
2,42.6,0,1,0,0,0
76,34.8,0,3,0,1,1
1,88.7,0,0,0,0,0
68,23.1,0,6,1,1,1
88,19.9,1,5,1,0,1
4,75.1,0,1,1,0,0
31,2.6,1,3,1,0,1
1,88.0,0,0,0,0,0
1,47.1,0,0,0,0,0
1,62.0,0,0,0,0,0
29,12.1,0,1,0,0,0
4,8.0,0,1,0,0,0
1,8.0,0,0,0,0,0
1,40.4,0,3,0,0,0
85,27.6,1,3,0,0,1
2,65.1,0,0,0,0,0
1,51.6,0,0,0,0,0
77,28.2,0,2,0,0,0
118,11.0,0,2,0,1,0
1,49.0,0,1,0,0,0
2,100.1,0,0,0,0,0
78,22.1,1,2,1,1,1
24,19.9,1,4,0,0,1
3,68.7,0,1,0,0,0
79,22.4,0,4,0,1,1
1,38.9,0,0,0,0,0
84,7.1,0,3,1,1,1
1,45.4,0,0,0,0,0
1,57.7,0,0,0,0,0
69,43.2,0,1,0,0,0
1,55.7,1,0,0,0,0
1,83.1,0,1,0,0,0
1,95.9,0,0,0,0,0
1,71.4,0,0,0,0,0
21,22.1,0,0,0,1,1
29,2.1,1,3,0,0,1
1,92.1,0,1,0,0,0
1,67.5,0,0,0,0,0
101,27.4,1,1,1,1,1
27,41.1,0,0,0,0,0
1,104.0,0,0,0,0,0
1,67.8,0,2,0,0,0
2,52.4,0,0,0,0,0
85,33.2,1,2,1,1,1
1,124.7,0,1,0,0,0
1,64.0,0,0,0,0,0
2,67.7,0,0,0,0,0
2,94.3,0,0,0,0,0
118,2.4,0,4,1,0,1
78,20.9,1,2,1,1,1
2,54.9,0,1,0,1,0
53,30.7,0,1,0,0,0
58,11.0,0,2,1,0,1
68,32.8,0,6,1,1,1
118,29.0,0,1,0,1,1
1,141.1,0,0,0,0,0
1,52.2,0,1,0,0,0
39,23.0,0,0,0,1,0
21,14.9,0,0,0,0,0
1,60.1,0,0,0,0,0
1,35.6,0,0,0,0,0
1,65.8,0,2,0,0,0
1,42.8,0,2,0,0,0
39,25.4,1,6,1,1,1
41,31.5,0,2,0,1,0
47,13.5,0,2,0,0,0
1,86.5,0,0,0,0,0
3,46.9,0,1,0,0,0
68,23.0,0,0,0,0,0
2,60.5,0,0,0,0,0
116,33.6,1,4,1,1,1
2,66.0,0,0,0,0,0
65,31.2,1,3,1,0,1
1,42.8,0,0,0,0,0
1,53.3,0,0,0,0,0
1,99.3,0,0,0,0,0
43,6.4,1,2,0,0,1
1,50.3,0,0,0,0,0
1,51.3,0,0,1,0,0
82,19.0,0,0,0,0,0
3,58.5,0,0,0,0,0
68,29.0,1,1,0,1,1
88,12.1,1,1,0,1,1
1,76.5,0,0,0,0,0
99,7.4,1,1,0,0,1
28,13.8,1,1,1,1,1
1,62.1,0,0,0,0,0
1,12.2,0,0,0,0,0
13,46.1,0,0,0,0,0
61,29.3,0,0,0,0,0
2,22.1,0,0,0,0,0
1,46.7,0,0,0,0,0
2,89.9,0,0,0,0,0
108,32.6,0,0,0,0,1
19,4.2,1,5,1,1,1
1,39.9,0,0,0,0,0
1,46.9,0,0,0,0,0
1,25.7,0,0,0,0,0
46,26.2,1,4,0,0,1
27,23.1,0,0,0,0,0
10,25.2,1,0,0,0,0
3,72.8,0,0,0,1,0
60,17.7,0,4,1,0,1
1,41.6,0,0,0,0,0
84,20.9,0,1,0,0,0
1,18.6,0,2,0,0,0
1,8.4,0,0,0,1,0
44,12.8,0,0,0,0,0
85,27.7,0,5,0,1,1
1,44.6,0,0,0,0,0
4,78.0,1,1,0,0,0
1,53.8,0,0,0,0,0
2,78.8,1,0,0,1,0
112,23.5,0,0,0,0,0
1,48.6,0,0,0,0,0
2,102.4,0,0,0,0,0
16,26.5,1,6,1,1,1
83,34.2,1,1,1,1,1
3,99.9,0,0,0,0,0
2,51.9,0,0,0,0,0
1,52.3,0,1,0,0,0
1,41.8,0,0,0,0,0
1,99.5,0,2,0,0,0
1,73.6,0,0,0,0,0
2,57.8,0,0,0,0,0
65,31.7,1,1,1,0,1
50,24.4,0,4,1,1,1
1,87.4,0,2,0,0,0
1,103.0,0,2,0,0,0
3,111.4,1,0,0,0,0
105,7.5,1,4,0,0,1
5,14.4,1,0,1,1,1
1,73.5,0,0,0,0,0
1,34.6,0,1,0,0,0
93,32.8,0,3,0,0,1
2,83.6,0,0,0,0,0
1,87.1,0,1,0,0,0
1,64.1,0,0,0,0,0
25,35.9,0,2,0,0,0
97,26.0,0,2,1,0,0
1,59.0,0,0,0,0,0
49,39.4,0,0,0,0,0
2,73.8,1,0,0,0,0
47,2.7,0,4,1,0,1
1,59.9,0,0,0,0,0
1,68.7,0,0,0,0,0
86,18.0,1,7,0,0,1
1,58.3,0,0,0,0,0
21,7.1,0,2,0,0,1
106,20.3,1,4,0,0,1
1,49.2,0,0,0,0,0
58,24.5,0,0,1,0,0
39,29.4,1,1,1,0,1
1,57.7,0,0,0,0,0
1,75.5,0,1,0,0,0
1,114.6,0,1,0,0,0
5,25.8,0,5,0,0,1
16,46.1,0,1,0,0,0
1,54.2,0,3,0,0,0
106,31.4,0,0,0,0,0
1,70.4,0,0,0,1,0
29,23.7,0,2,1,1,1
14,17.4,0,3,0,0,0
1,21.4,1,1,0,0,0
60,28.2,0,0,0,1,0
1,32.4,0,0,0,0,0
74,31.4,0,0,0,0,0
65,24.8,0,2,0,0,0
2,68.5,1,3,0,0,0
2,40.8,0,0,0,0,0
1,41.7,0,1,0,0,0
7,8.4,0,7,1,0,1
2,36.4,0,0,0,0,0
1,39.2,0,0,0,0,0
40,34.1,0,5,1,1,1
27,11.5,1,3,1,1,1
4,43.5,0,0,0,0,0
25,6.8,0,1,1,1,1
65,28.7,1,1,1,1,1
75,32.0,0,4,1,1,1
113,36.6,0,1,0,1,0
1,46.6,0,0,0,0,0
1,31.2,0,0,0,0,0
20,11.5,0,1,0,0,0
100,27.9,1,5,1,1,1
1,82.8,0,2,0,0,0
1,95.7,0,1,0,0,0
1,75.8,0,0,0,0,0
1,80.9,0,0,1,0,0
1,79.6,0,0,1,0,0
33,2.6,1,3,0,1,1
1,59.4,0,0,0,0,0
1,19.2,0,1,0,0,0
89,5.7,0,1,1,0,1
51,14.2,0,2,1,1,1
91,24.8,1,3,1,1,1
1,8.0,0,0,1,0,0
1,21.3,0,0,0,0,0
8,3.8,0,2,1,0,1
1,65.8,0,0,0,0,0
77,10.9,0,1,1,0,1
11,29.9,0,0,0,0,0
21,48.8,0,0,0,0,0
1,57.7,0,1,0,0,0
40,31.1,0,0,0,0,0
1,105.7,0,2,0,0,0
1,46.3,0,0,0,0,0
1,42.8,0,0,0,0,0
1,86.7,0,0,0,0,0
93,12.9,1,2,0,1,1
119,18.9,0,4,0,1,1
1,36.9,0,0,0,0,0
29,9.0,1,4,0,1,1
1,68.4,0,0,0,1,0
106,15.8,0,1,0,1,1
1,58.9,0,0,0,0,0
16,45.4,0,3,0,0,0
1,65.6,1,3,0,0,0
2,31.2,0,1,0,0,0
1,78.0,0,0,0,0,0
4,44.8,0,0,0,0,0
111,20.1,1,4,1,0,1
1,51.4,0,2,0,0,0
22,36.2,0,0,0,0,0
3,25.2,1,4,1,0,1
102,15.0,1,5,0,0,1
1,114.6,1,0,0,0,0
1,120.3,0,0,0,0,0
8,32.2,1,5,0,1,1
1,35.4,0,0,0,0,0
26,23.7,1,4,1,0,1
4,49.7,1,0,0,0,0
2,8.0,0,0,0,0,0
72,29.6,0,2,1,1,1
94,34.0,0,1,1,1,1
1,39.4,0,1,0,0,0
1,80.2,0,1,0,0,0
31,11.2,0,1,0,0,0
1,67.3,0,0,0,0,0
1,13.7,0,0,0,0,0
10,2.3,1,1,1,1,1
1,34.2,0,0,0,1,0
1,38.5,0,3,0,1,0
2,55.3,0,0,0,0,0
84,32.4,0,1,0,0,0
118,32.8,1,4,1,1,1
4,48.8,0,1,0,0,0
75,11.8,1,5,1,1,1
1,91.9,0,0,1,0,0
65,22.8,1,3,1,0,1
105,16.9,1,4,1,0,1
3,57.4,1,0,0,0,0
49,4.5,1,5,0,1,1
26,31.8,0,0,0,0,0
47,18.2,0,7,1,0,1
107,21.7,0,0,0,1,0
15,13.4,0,0,0,0,0
1,26.4,0,0,0,0,0
1,81.4,0,0,0,0,0
118,17.6,1,5,1,1,1
1,62.8,0,0,0,0,0
48,13.2,1,2,1,1,1
2,21.4,0,0,0,0,0
1,51.7,0,0,0,0,0
1,73.6,0,1,0,0,0
47,23.8,0,4,0,0,0
118,48.1,0,0,0,0,0
4,29.0,0,2,0,1,1
1,26.5,0,0,1,0,0
92,26.7,1,1,1,1,1
1,10.8,0,1,0,0,0
2,55.5,0,0,0,0,0
2,75.0,0,1,1,0,0
1,75.1,0,2,0,0,0
1,73.9,0,1,0,0,0
25,29.8,0,0,0,0,0
2,76.1,0,1,0,0,0
1,58.7,0,0,0,0,0
61,26.6,1,6,0,1,1
1,44.8,0,0,0,0,0
17,17.8,1,0,1,0,1
1,55.0,0,1,0,0,0
87,25.5,1,4,1,1,1
10,21.3,0,7,1,1,1
2,78.0,0,0,0,1,0
65,20.3,0,5,0,1,1
1,71.4,1,2,1,0,0
1,73.8,0,2,0,0,0
1,39.5,0,0,0,0,0
1,84.9,0,0,0,0,0
63,21.2,1,1,0,1,1
1,61.1,0,2,0,0,0
117,26.1,1,0,1,1,1
23,7.1,0,2,0,1,1
52,13.4,1,2,1,1,1
3,60.1,0,0,0,0,0
12,23.3,1,0,0,0,1
118,18.7,0,7,1,0,1
1,72.3,0,0,0,0,0
1,46.8,0,0,0,0,0
1,39.4,0,0,0,0,0
1,8.0,0,0,0,0,0
97,5.4,1,1,1,1,1
1,72.3,0,0,0,0,0
1,69.0,0,0,0,0,0
1,72.6,0,1,0,0,0
1,82.4,0,0,0,0,0
4,12.9,0,1,0,0,0
54,16.4,1,1,1,1,1
1,29.4,0,2,0,0,0
1,8.0,0,0,0,0,0
97,14.1,1,5,1,1,1
1,88.2,0,1,0,0,0
2,48.7,0,0,0,0,0
1,69.2,0,1,0,0,0
1,53.9,0,0,0,0,0
2,103.0,0,0,0,0,0
1,85.7,0,1,0,0,0
1,118.6,0,0,1,0,0
2,63.6,0,0,0,0,0
63,15.8,0,3,0,1,1
81,18.6,1,0,1,1,1
32,14.7,0,0,0,0,0
1,25.3,0,0,0,0,0
1,20.8,0,0,0,0,0
1,49.2,0,0,0,0,0
1,51.0,0,1,0,0,0
3,68.9,0,0,0,0,0
4,17.8,0,0,0,0,0
119,32.2,0,0,0,0,0
1,25.3,0,0,0,0,0
1,64.8,0,0,0,0,0
4,79.1,0,0,0,0,0
1,91.8,0,0,0,0,0
68,23.6,0,0,0,0,0
4,74.3,0,0,0,0,0
1,49.6,0,0,0,0,0
46,8.5,0,6,0,1,1
1,59.1,0,1,0,0,0
1,61.8,0,0,0,0,0
59,30.8,0,0,0,0,0
88,18.1,0,0,0,1,0
53,7.2,1,0,1,1,1
119,26.7,1,2,1,0,1
1,107.8,0,0,0,0,0
3,70.8,0,0,0,0,0
1,44.6,0,0,0,0,0
109,39.7,0,0,0,1,0
4,8.0,1,0,0,0,0
102,28.4,1,4,1,1,1
5,31.3,1,3,0,1,1
53,34.8,0,0,0,0,0
76,16.1,0,4,1,1,1
1,80.3,0,0,0,0,0
4,9.8,0,0,0,0,0
1,39.4,0,0,0,0,0
1,42.0,0,0,0,0,0
1,49.3,0,1,0,0,0
20,45.8,0,0,0,0,0
1,56.6,0,1,0,0,0
104,44.1,0,0,0,0,0
11,32.0,0,0,0,0,0
1,47.8,1,0,0,1,0
1,32.7,0,1,0,0,0
89,22.7,0,1,1,1,1
58,8.5,1,4,0,1,1
1,8.0,0,1,0,0,0
1,55.9,0,0,0,0,0
1,62.4,0,0,0,0,0
2,46.8,1,3,0,0,0
2,101.3,0,0,0,0,0
1,70.4,0,0,0,0,0
84,29.1,0,7,1,1,1
1,67.3,0,2,0,0,0
1,70.5,0,0,0,0,0
106,23.9,1,3,0,0,1
1,60.5,0,0,0,0,0
42,19.7,1,2,1,0,1
1,55.1,1,1,0,0,0
71,31.7,1,5,1,1,1
41,20.1,1,3,1,1,1
18,14.2,1,4,1,0,1
1,96.3,0,0,0,0,0
1,58.0,0,0,0,0,0
98,13.5,0,2,0,0,0
1,85.7,0,0,0,0,0
1,46.6,0,2,0,0,0
58,5.6,1,2,1,0,1
88,27.3,0,1,1,0,1
2,38.0,0,0,0,1,0
1,65.6,0,0,0,0,0
1,20.7,0,1,0,0,0
1,108.9,0,1,0,0,0
116,11.7,1,4,1,1,1
75,41.0,0,0,0,0,0
21,10.5,0,6,0,1,1
1,111.3,0,0,0,0,0
18,21.7,0,0,0,1,0
1,74.8,0,0,1,0,0
113,5.8,1,1,0,1,1
1,122.1,0,1,0,0,0
1,79.2,0,0,0,0,0
119,11.4,1,2,0,1,1
1,56.0,0,1,0,0,0
89,25.7,0,3,0,0,0
69,26.3,0,4,1,1,1
85,23.9,0,0,1,0,1
4,8.0,0,1,0,0,0
68,23.9,0,3,1,1,1
43,21.1,1,7,0,0,1
1,40.4,0,1,0,0,0
2,77.1,0,1,0,0,0
1,49.6,0,0,0,0,0
54,28.4,1,3,1,0,1
4,28.4,0,0,0,0,0
1,67.1,0,0,0,0,0
1,59.1,0,0,0,0,0
1,65.6,0,0,0,0,0
12,29.0,0,0,1,1,1
1,42.0,0,2,0,0,0
1,77.4,0,0,0,0,0
1,49.8,0,2,0,0,0
49,13.7,0,4,1,0,1
4,48.6,0,0,0,0,0
1,38.3,0,0,0,0,0
2,48.2,0,0,0,0,0
1,45.1,0,0,0,0,0
2,63.7,0,0,0,0,0
2,91.8,0,1,0,0,0
101,23.5,0,0,0,0,0
1,40.9,0,2,0,0,0
1,73.7,0,0,0,0,0
62,15.5,1,2,1,1,1
78,11.4,0,0,0,0,0
2,22.5,1,1,1,1,1
1,45.7,0,0,0,0,0
1,35.3,0,0,0,0,0
1,51.8,0,0,0,0,0
1,103.1,0,0,0,0,0
31,9.0,0,4,0,0,1
118,32.2,1,1,1,0,1
72,4.2,1,2,1,0,1
119,18.3,0,3,0,0,0
110,26.9,1,1,0,0,1
3,64.8,0,0,0,0,0
61,17.6,1,5,1,0,1
1,46.5,0,0,0,0,0
1,97.9,0,1,0,0,0
119,18.0,0,0,0,1,0
1,62.3,0,0,0,0,0
116,19.9,0,5,1,1,1
63,17.6,1,3,1,1,1
1,66.2,0,0,0,0,0
14,36.0,0,2,0,0,0
1,38.0,0,0,0,0,0
1,8.0,1,0,0,0,0
63,30.6,0,2,0,0,0
26,22.5,1,3,1,1,1
118,9.6,0,5,1,0,1
1,38.2,0,0,0,0,0
1,8.0,0,1,0,0,0
109,32.0,1,5,1,1,1
1,86.9,0,2,0,0,0
1,67.4,0,0,0,0,0
1,75.7,0,0,0,0,0
1,30.5,0,0,0,0,0
1,10.6,0,0,0,0,0
56,5.2,0,1,1,1,1
118,25.4,1,4,1,1,1
1,62.5,0,0,0,0,0
95,3.3,1,7,0,1,1
119,18.0,1,4,1,1,1
91,25.1,1,5,1,1,1
47,21.7,1,2,1,1,1
3,30.1,0,0,0,0,0
1,79.4,0,0,0,0,0
1,78.6,0,0,0,0,0
64,7.3,1,6,0,0,1
2,57.1,0,0,0,0,0
50,4.9,1,2,1,1,1
1,82.2,0,0,1,0,0
52,16.6,0,1,0,0,1
80,39.8,0,1,0,0,0
67,16.6,1,5,0,0,1
1,44.8,0,0,0,0,0
1,32.6,0,1,0,1,0
115,14.6,0,0,1,1,1
1,78.6,0,0,0,1,0
83,24.7,0,0,0,0,0
43,37.6,0,1,0,0,0
58,2.6,0,0,0,0,1
1,118.7,1,0,0,0,0
104,26.8,1,6,1,1,1
1,63.3,0,2,0,0,0
33,4.3,0,5,1,0,1
1,61.8,0,0,0,0,0
4,102.6,0,0,0,0,0
84,34.9,0,4,1,1,1
1,59.2,0,0,0,0,0
53,3.1,1,5,1,0,1
69,28.8,0,4,1,0,1
1,70.9,0,0,0,0,0
45,46.1,0,0,0,1,0
1,72.5,0,0,0,0,0
1,15.3,0,0,0,0,0
1,63.6,0,0,0,0,0
76,30.7,1,1,0,1,1
1,41.5,0,0,0,0,0
1,46.9,0,1,0,0,0
2,51.8,1,1,0,0,0
1,99.8,0,0,0,0,0
1,66.6,0,0,0,0,0
1,8.0,0,0,0,0,0
1,49.7,0,0,0,0,0
1,51.0,0,0,0,0,0
14,22.0,1,3,1,0,1
1,57.5,0,0,0,0,0
1,77.2,1,1,0,0,0
44,32.3,1,3,1,1,1
1,31.3,0,1,0,0,0
18,23.3,0,0,0,0,0
1,97.7,0,0,0,0,0
84,26.9,1,7,1,0,1
73,30.9,1,2,0,0,1
1,71.1,0,0,0,0,0
49,21.8,1,4,1,1,1
44,46.6,0,0,0,0,0
1,38.8,0,0,0,0,0
1,95.5,0,0,0,0,0
2,71.7,0,0,0,0,0
1,83.0,0,3,0,0,0
4,59.7,0,1,0,0,0
1,77.4,0,0,0,0,0
1,92.8,0,0,0,0,0
77,16.4,1,2,1,1,1
108,20.1,1,2,1,0,1
1,63.4,0,0,0,0,0
1,89.0,0,0,0,0,0
1,84.5,0,0,0,0,0
52,26.3,0,2,1,1,1
4,96.6,0,1,0,0,0
117,28.3,1,2,1,1,1
1,69.1,0,0,0,0,0
38,37.3,0,0,0,0,0
113,28.6,0,1,1,1,1
1,42.7,0,0,0,0,0
1,46.2,0,0,0,0,0
1,51.6,0,0,0,0,0
1,42.1,0,1,0,0,0
1,71.9,1,0,0,0,0
38,29.8,0,1,0,0,0
1,41.6,0,1,0,0,0
95,27.2,0,0,0,0,0
1,62.0,0,0,0,0,0
33,11.1,1,3,0,1,1
1,51.4,0,0,0,0,0
3,36.3,0,1,0,0,0
1,46.5,0,0,0,0,0
1,32.0,0,3,0,0,0
1,35.6,0,0,0,0,0
1,39.6,0,0,0,0,0
1,58.3,1,1,0,0,0
61,17.0,0,1,1,0,1
4,58.4,0,0,0,1,0
88,35.8,0,0,0,0,0
8,16.2,1,1,0,1,1
109,6.1,0,3,0,1,1
1,136.9,0,2,0,0,0
44,13.4,1,6,1,0,1
45,7.9,0,3,1,1,1
108,11.8,1,5,0,1,1
1,25.1,1,0,0,0,0
1,33.0,0,3,0,0,0
1,51.0,0,1,0,0,0
76,29.9,0,3,1,1,1
47,22.4,1,4,1,0,1
56,22.9,0,0,1,1,1
31,31.0,0,1,0,0,0
1,98.3,0,1,0,0,0
1,38.0,0,0,0,0,0
1,34.7,0,0,0,1,0
118,26.4,0,1,0,1,1
1,69.5,0,0,0,0,0
4,67.0,0,0,0,0,0
2,57.5,0,1,0,0,0
4,78.9,0,0,0,0,0
1,64.0,0,1,0,0,0
1,66.6,1,0,0,0,0
1,71.8,0,2,0,0,0
1,65.0,0,0,0,0,0
76,30.6,0,0,0,0,0
1,46.5,0,1,0,0,0
60,4.0,0,2,1,1,1
1,75.7,0,1,0,0,0
3,35.9,0,0,0,0,0
1,57.1,0,0,0,0,0
1,65.2,0,0,0,0,0
